chunk_id,content,metadata
eaad8d42-e782-41a8-9424-c289b6d0348e,"## 4.1.1 Receiving Checklist
-  Do not move damaged material from the receiving location. It is the receiver's responsibility to provide reasonable evidence that concealed damage did not occur after delivery.","{""source"": ""testing1.md"", ""section"": ""4.1.1 Receiving Checklist"", ""position"": 59}"
ee7e62a0-3a97-4165-aaff-9dda02b4392b,"## 4.2.2 Assembly in suspended position
- NOTICE! It is recommended to use vibro absorber to suspend the units, to reduce the vibrations transmitted to the supporting structure.","{""source"": ""testing1.md"", ""section"": ""4.2.2 Assembly in suspended position"", ""position"": 82}"
eecaf9fa-527a-4d5a-9dd1-fda118f2ef76,"## 4.2.1 Unit Location Recommendations
5. **Outlet of the Supply Air**: The supply air is drawn in through this outlet.","{""source"": ""testing1.md"", ""section"": ""4.2.1 Unit Location Recommendations"", ""position"": 78}"
f0f91d7c-a6ed-49d9-bed1-6ffad1babf0c,"## 4 Pre-Installation 4.1 Transport and storage
- Packages containing AHU elements should be stored away from places where operate mechanical devices (vehicles, cranes and other construction machinery). They should be stored in places where they will not be subject to any mechanical damages, humidity, aggressive chemical agents, fluids, dusts and other external agents which may deteriorate their condition. The AHUs have to be transported in their working position and they shall not be stored one on the other. The units and their components should be stored in rooms characterized by the following conditions: relative humidity: φ &lt; 80 % at t (temperature) = 20ºC ambient temperature: 40ºC &lt; t &lt; +60ºC - the devices should be out of the reach of any caustic dust, gas or steam as well as any other chemical substances which may have pro-corrosive influence on the unit and its components. While storing the unit, its plastic packaging must be unsealed.","{""source"": ""testing1.md"", ""section"": ""4 Pre-Installation 4.1 Transport and storage"", ""position"": 53}"
f249f001-1bbf-4343-8945-04d82b772e70,"## General Information
2. **Left Side View (b)**: Displays the top of the unit with another pipe section including coils and connecting pipes.","{""source"": ""testing1.md"", ""section"": ""General Information"", ""position"": 36}"
f82eed2b-941e-4af9-bd78-6c73d09f6a5b,"![Image](https://donbmmphywrzdqombofg.supabase.co/storage/v1/object/public/kb.files/testing1/image_000026_0baf28ad7d3b0f6a1b1c1aab88e972161a86fe7a030a8dff975051be4d643bbc.png)

*Image Description:* The image is a technical drawing of a supply-exhaust unit (FPV) with additional coils. It's labeled with various components such as filters, temperature control units ( heaters and coolers), fans, a droplet eliminator, and a counter-flow heat exchanger. It also shows a droplet eliminator and mentions energy recovery, including high-efficiency counter-flow plate heat exchangers, filters, and fans powered by electric motors.","{""source"": ""testing1.md"", ""section"": ""FPV + HC:"", ""position"": 39}"
f8bb977f-6bb1-466f-98f4-865497787969,"## FHEV:
- The vehicle is depicted with a rectangular frame showing the internal layout. - The front section features a rear window and an automatic door mechanism. - There's a large central area that likely houses the battery or power modules. - Additional compartment doors and panels are present, probably for ventilation or storage. - There appear to be structural supports or axles on either end. This provides a basic internal layout for a hybrid electric vehicle. Fig.4. Example of the sections","{""source"": ""testing1.md"", ""section"": ""FHEV:"", ""position"": 47}"
faf5299f-a4df-4d51-85c2-1a32ca4b9205,"## 4.1.1 Receiving Checklist
-  If a unit appears damaged, inspect it immediately before accepting the shipment. Make specific notations concerning the damage on the freight bill. Do not refuse delivery.","{""source"": ""testing1.md"", ""section"": ""4.1.1 Receiving Checklist"", ""position"": 57}"
fb04599e-6be7-4a33-a239-e454765cf4f1,"## General Information
3. **Bottom View (c)**: Shows the entire top and side of the unit from a bottom perspective, highlighting a flexible connector. The airflow direction is indicated with an arrow, showing the main air flow path through the unit. Supply air-flow direction Exhaust air-flow direction Fig. 2 Versions of the VVS005s-030s AHU: a) Supply unit: Right-hand version, b) Basic supplyexhaust unit (FPV) - Left-hand version, c) Basic supply-exhaust unit (FPV) - Right-hand version By default the VVS05s-030s AHU is positioned horizontal-suspended. In case of some functional set it is also possible to set the unit in a vertical position - on a wall. Basic heat recovery unit components consist of a counter flow heat exchanger, condensate drain pan, filters, direct drive fan assemblies (fig.3).","{""source"": ""testing1.md"", ""section"": ""General Information"", ""position"": 37}"
fbf5e17a-acda-40ea-a9b9-fb494a9242f2,"## 4.2.1 Unit Location Recommendations
When selecting and preparing the unit installation location, consider the following recommendations.","{""source"": ""testing1.md"", ""section"": ""4.2.1 Unit Location Recommendations"", ""position"": 68}"
fd23729f-7a10-4184-b581-926d5aaadf0e,"![Image](https://donbmmphywrzdqombofg.supabase.co/storage/v1/object/public/kb.files/testing1/image_000011_c4bf8826a67b16c60cd1a4677fbae184ed0600cf3bbb8f1c706268a8f6671143.png)

*Image Description:* The image shows a circular symbol characterized by a vertical wavy line, which appears to be part of a list of symbols and functions for air handling units.","{""source"": ""testing1.md"", ""section"": ""2 Model Descriptions"", ""position"": 14}"
ff957899-8efd-4cba-b2bd-8098b7ced743,"![Image](https://donbmmphywrzdqombofg.supabase.co/storage/v1/object/public/kb.files/testing1/image_000015_5fbed48b0c0c9158d2873b5e4f42dcbffe605cb2e6a155dad3e1b1af41eb0a89.png)

*Image Description:* The image appears to show two logos of the same entity, each with a stylized representation of an abstract symbol. The first logo at the top has a simple, line-drawn shape with horizontal lines. The second logo at the bottom includes two vertical bars and a stylized horizontal line beneath a symbol resembling an equilateral triangle, which is also connected to horizontal lines.","{""source"": ""testing1.md"", ""section"": ""2 Model Descriptions"", ""position"": 18}"
ffe44c3f-114b-4b26-9097-f202e474a95b,"## Table of Contents
- 2. Model Descriptions  5: (""section"": ""Model Descriptions  5"", ""position"": 14-30, ""chunk_ids"": [""fd23729f-7a10-4184-b581-926d5aaadf0e"", ""cb38a635-9696-48ef-a567-2e3b2316ceaf"", ""8085325b-d9e0-41c3-8171-7ccd3dcf2b3b"", ""c0083b6d-ea33-4e4a-ae86-f496ae0273f5"", ""ff957899-8efd-4cba-b2bd-8098b7ced743"", ""81c552eb-311e-4a3e-b37f-b91ff8f1d06c"", ""ca132f71-db5b-42f8-be45-8334edf6dfd5"", ""125119c1-1484-48dc-a71a-9d8fc18f6bb9"", ""905947f6-987b-403c-b152-1caf7350b845"", ""a92e04a5-1ddf-485c-9aa1-96f384574cb0"", ""c711793a-ff82-4163-95eb-cae7417ad324"", ""4003f0d8-a9d6-466b-9bed-86dd9639b015"", ""1d54ea8c-2da2-447b-95ec-c936309e4258"", ""022d564f-445f-434c-8d57-6d56b3acb128"", ""950a6625-86e7-4910-8d7a-e4fd1d6494bf"", ""bcc10f4c-1ade-4cca-8c71-3240196b8270"", ""9a3879d3-ae4a-458e-97bf-b88673802bee""])
- 3. General Information  6: (""section"": ""General Information  6"", ""position"": 31-37, ""chunk_ids"": [""4f3966b5-d0e5-45ce-a97a-16468ad21191"", ""0e68e4d3-7114-4fba-81f0-3f064293a21a"", ""4459163a-e3dc-4982-a300-60708a98c5b8"", ""ea5c4ea8-e0a9-40fd-bfa2-f6c0d04d9bc4"", ""b719b2c9-b113-47c1-bafa-222079f3719e"", ""f249f001-1bbf-4343-8945-04d82b772e70"", ""fb04599e-6be7-4a33-a239-e454765cf4f1""])
- 4. Pre-Installation 9: (""section"": ""Pre-Installation 9"", ""position"": none)
- 4.1. Transport and storage  9: (""section"": ""Transport and storage  9"", ""position"": none)
- 4.1.1. Receiving Checklist: (""section"": ""Receiving Checklist"", ""position"": 54-62, ""chunk_ids"": [""70b3b45b-cb10-47bf-856b-15aced0d9958"", ""a722abcf-6570-4d2e-8273-fbef132eef9a"", ""1b64ec46-eb44-4502-98a6-dfa0bc56dd94"", ""faf5299f-a4df-4d51-85c2-1a32ca4b9205"", ""d2a71361-e3a8-44d6-81de-61c1cb548af7"", ""eaad8d42-e782-41a8-9424-c289b6d0348e"", ""3f80e394-02fe-4a1a-9b0c-c589e40ca572"", ""77185686-bd21-4950-8c7f-1a44934b8f6d"", ""0ba137c0-ffb0-4a8b-b862-17f1908ab84f""])
- 4.2. Installation Preparation 10: (""section"": ""Installation Preparation 10"", ""position"": 64-66, ""chunk_ids"": [""a9a8c650-36b5-4dcc-9dba-1f832bd3271d"", ""0c5d51e9-d525-4a68-87d4-5286228d67e1"", ""6704c402-fabf-4be2-8065-db3629fb9879""])
- 4.2.1. Unit Location Recommendations: (""section"": ""Unit Location Recommendations"", ""position"": 67-80, ""chunk_ids"": [""6e4c64b4-0c30-4df9-ac0b-8e7b40099ee9"", ""fbf5e17a-acda-40ea-a9b9-fb494a9242f2"", ""c2f8da41-ffd6-4efd-88c0-7f24dbb9005a"", ""db48b453-e41b-4252-8429-575c34c92dce"", ""08fc5da6-0e2f-43de-8f06-fe0456fcedef"", ""bc94dadc-2556-4a28-9015-a83a6546ea9e"", ""cee945a7-0698-49e3-a903-fdb208e37de2"", ""340e0051-0c6f-4e10-a494-7ae7a27ec5c4"", ""7b54110a-d34c-41a1-8837-43ab0b3f9e79"", ""c23840c0-3dd4-4a97-8862-074ecd49f6d5"", ""01d9b595-92e2-40c4-af75-f95c90da563e"", ""eecaf9fa-527a-4d5a-9dd1-fda118f2ef76"", ""e1812920-0434-40d3-89cf-bdf630843ec0"", ""3100d6ab-9f67-410a-afc3-6262a07e904c""])
- 4.2.2. Assembly in suspended position: (""section"": ""Assembly in suspended position"", ""position"": 81-82, ""chunk_ids"": [""424189b4-6b1d-4de7-b95b-09280c4e2936"", ""ee7e62a0-3a97-4165-aaff-9dda02b4392b""])
- 4.2.3. Setting in vertical position: (""section"": ""Setting in vertical position"", ""position"": none)
- 4.2.4. Connecting the ventilation ducts: (""section"": ""Connecting the ventilation ducts"", ""position"": none)
- 4.2.5. Connection of heaters and coolers: (""section"": ""Connection of heaters and coolers"", ""position"": none)
- 4.2.6. Draining out condensate: (""section"": ""Draining out condensate"", ""position"": none)
- 4.2.7. Electric connection: (""section"": ""Electric connection"", ""position"": none)
- 4.3. Service Access 18: (""section"": ""Service Access 18"", ""position"": none)
- 4.3.1. Skid Removal: (""section"": ""Skid Removal"", ""position"": none)
- 4.4. AHU components  19: (""section"": ""AHU components  19"", ""position"": none)
- 4.4.1. Hydronic coil exchangers: (""section"": ""Hydronic coil exchangers"", ""position"": none)
- 4.4.2. DX Coils: (""section"": ""DX Coils"", ""position"": none)
- 4.4.3. Electric Heaters: (""section"": ""Electric Heaters"", ""position"": none)
- 4.4.4. Fan's motors: (""section"": ""Fan's motors"", ""position"": none)
- 4.4.5. Air Filters: (""section"": ""Air Filters"", ""position"": none)
- 5. Automation 32: (""section"": ""Automation 32"", ""position"": none)
- 5.1. Description of controls  32: (""section"": ""Description of controls  32"", ""position"": none)
- 5.1.1. Introduction: (""section"": ""Introduction"", ""position"": none)
- 5.1.2. Mains switch: (""section"": ""Mains switch"", ""position"": none)
- 5.1.3. Communication port: (""section"": ""Communication port"", ""position"": none)
- 5.1.4. Signaling controller status: (""section"": ""Signaling controller status"", ""position"": none)
- 5.1.5. Simplified control panel - HMI Basic UPC: (""section"": ""Simplified control panel - HMI Basic UPC"", ""position"": none)
- 5.2. System: (""section"": ""System"", ""position"": none)
- 1. Start-Up: (""section"": ""Start-Up"", ""position"": none)
- 5.2.1. Switching on power supply: (""section"": ""Switching on power supply"", ""position"": none)
- 5.2.2. HMI Advanced UPC: (""section"": ""HMI Advanced UPC"", ""position"": none)
- 5.2.3. Selection of operating mode: (""section"": ""Selection of operating mode"", ""position"": none)
- 5.3. data: (""section"": ""data"", ""position"": none)
- 2. Technical: (""section"": ""Technical"", ""position"": none)
- 5.3.2 Carel. 5.3.2 Carel: (""section"": ""5.3.2 Carel"", ""position"": none)
- 5.3.3 Cabling. 5.3.3 Cabling: (""section"": ""5.3.3 Cabling"", ""position"": none)
- 5.4. : (""section"": """", ""position"": none)
- 3. : (""section"": """", ""position"": none)
- 5.4.2 Power connection. 5.4.2 Power connection: (""section"": ""5.4.2 Power connection"", ""position"": none)
- 5.4.3 Connection of automation elements. 5.4.3 Connection of automation elements: (""section"": ""5.4.3 Connection of automation elements"", ""position"": none)
- 6.1 Electrical system. 6.1 Electrical system: (""section"": ""6.1 Electrical system"", ""position"": none)
- 6.2. : (""section"": """", ""position"": none)
- 6.3 Water heaters. 6.3 Water heaters: (""section"": ""6.3 Water heaters"", ""position"": none)
- 6.4 Electric heaters. 6.4 Electric heaters: (""section"": ""6.4 Electric heaters"", ""position"": none)
- 6.5 Water and freon coolers. 6.5 Water and freon coolers: (""section"": ""6.5 Water and freon coolers"", ""position"": none)
- 6.6 Counter-flow heat exchangers. 6.6 Counter-flow heat exchangers: (""section"": ""6.6 Counter-flow heat exchangers"", ""position"": none)
- 6.7 Fan unit. 6.7 Fan unit: (""section"": ""6.7 Fan unit"", ""position"": none)
- adjustment. adjustment: (""section"": ""adjustment"", ""position"": none)
- 7 Start-up and. 7 Start-up and: (""section"": ""7 Start-up and"", ""position"": none)
- 7.1 Measurement of air quantity and AHU output adjustment. 7.1 Measurement of air quantity and AHU output adjustment: (""section"": ""7.1 Measurement of air quantity and AHU output adjustment"", ""position"": none)
- 7.2 Heat output adjustment of water heater. 7.2 Heat output adjustment of water heater: (""section"": ""7.2 Heat output adjustment of water heater"", ""position"": none)
- 7.3 Adjustment of electric heater. 7.3 Adjustment of electric heater: (""section"": ""7.3 Adjustment of electric heater"", ""position"": none)
- 7.4 Adjustment of cooler performance. 7.4 Adjustment of cooler performance: (""section"": ""7.4 Adjustment of cooler performance"", ""position"": none)
- 8 Operation and maintenance. 8 Operation and maintenance: (""section"": ""8 Operation and maintenance"", ""position"": none)
- 8.1 Dampers. 8.1 Dampers: (""section"": ""8.1 Dampers"", ""position"": none)
- 8.2 Filters. 8.2 Filters: (""section"": ""8.2 Filters"", ""position"": none)
- 8.3 Heat exchangers. 8.3 Heat exchangers: (""section"": ""8.3 Heat exchangers"", ""position"": none)
- 8.3.1 Water heater. 8.3.1 Water heater: (""section"": ""8.3.1 Water heater"", ""position"": none)
- 8.3.2 Electric Heater. 8.3.2 Electric Heater: (""section"": ""8.3.2 Electric Heater"", ""position"": none)
- 8.3.3 Water cooler. 8.3.3 Water cooler: (""section"": ""8.3.3 Water cooler"", ""position"": none)
- 8.3.4 Freon cooler and. 8.3.4 Freon cooler and: (""section"": ""8.3.4 Freon cooler and"", ""position"": none)
- 8.3.5 Counter flow heat exchanger. 8.3.5 Counter flow heat exchanger: (""section"": ""8.3.5 Counter flow heat exchanger"", ""position"": none)
- 8.4 Silencer section. 8.4 Silencer section: (""section"": ""8.4 Silencer section"", ""position"": none)
- 4. : (""section"": """", ""position"": none)
- 8.5 Fan unit  Safety. 8.5 Fan unit  Safety: (""section"": ""8.5 Fan unit  Safety"", ""position"": none)
- 9. instructions: (""section"": ""instructions"", ""position"": none)
- 11. Technical information to the regulation (U) No 327/2011: (""section"": ""Technical information to the regulation (U) No 327/2011"", ""position"": none)","{""source"": ""testing1.md"", ""section"": ""ToC"", ""position"": 0}"
